C_p_avg,C_n_avg,δ_SEI_nm,c_f_Ah,P_kW,ΔC_p_avg,ΔC_n_avg,Δδ_SEI_pm,Δc_f_μAh
4140.0,17098.399999999998,16.8,36.9,-44.9,-15.018952822449483,42.765404512519524,2.3799620040497047e-7,1.6834363328792061e-6
5796.000000000001,8549.199999999999,29.8,23.9,-11.1,-14.370947331598634,40.92025476937488,1.3762489807672855e-6,9.734724896319136e-6
5796.000000000001,6190.8,6.9,46.2,-48.9,-15.301031306382189,43.568603018569135,5.418048997309808e-6,3.8323891389320665e-5
4347.0,14740.0,15.600000000000001,12.2,9.7,-15.22657345604302,43.356589562873054,4.6799865238624797e-7,3.3103298868844533e-6
3829.5,8254.400000000001,13.8,16.3,32.5,-14.821631716601269,42.20354663797825,2.6110561280401214e-6,1.8468978688106153e-5
3829.5,22994.4,13.200000000000001,31.6,35.4,-14.527943026306245,41.367288891546615,5.0553720889880096e-8,3.5758541675643193e-7
3726.0,17098.399999999998,28.5,31.4,39.6,-14.196156672457414,40.42255074622055,1.6217093181399804e-7,1.1470957867731532e-6
7348.5,9433.6,41.900000000000006,8.3,-19.0,-13.021402601089106,37.07752172465237,8.317602461606966e-7,5.88335198733797e-6
6106.5,11202.4,25.400000000000002,9.9,-36.7,-14.59677747642732,41.5632901133735,8.329158455934074e-7,5.891525975275467e-6
5796.000000000001,6780.400000000001,14.2,47.5,-18.5,-14.956801335562682,42.588432555201585,3.6080759978552207e-6,2.5521273937329728e-5
6831.0,21225.6,30.099999999999998,21.1,-39.2,-13.770632282694786,39.210900182208356,4.879270564001641e-8,3.4512909581798657e-7
3933.0,13855.599999999999,7.4,15.3,32.9,-15.593442876452604,44.40122425562231,8.061907112849413e-7,5.702489083008304e-6
7038.000000000001,7075.2,1.8,46.9,12.1,-15.06696681601951,42.90212095881849,5.4154182599357555e-6,3.830528319780245e-5
2691.0,8254.400000000001,36.300000000000004,29.6,-11.3,-12.814342373836686,36.487932391656365,1.3576445237949243e-6,9.603128598699812e-6
7969.5,23289.2,25.2,24.3,25.9,-12.551324967569036,35.73900895432614,3.419794360359969e-8,2.418948734227416e-7
5899.499999999999,9138.8,35.4,14.1,-38.3,-14.150736508178941,40.29322004511745,9.933772441215602e-7,7.02652959233851e-6
4864.5,13855.599999999999,35.7,13.6,-8.1,-14.348704648837764,40.856920305441825,2.943070011995925e-7,2.081743733711183e-6
6417.0,16214.000000000002,7.1,20.2,40.8,-15.588230149250478,44.386381384077055,4.3426662701016146e-7,3.0717306277236698e-6
6313.5,20636.0,24.900000000000002,29.8,-17.3,-14.349566307743755,40.85937381814995,6.6839340054617e-8,4.727797053992832e-7
5071.5,8549.199999999999,27.1,19.9,-11.3,-14.565748637764038,41.474937692745556,1.4976855165512703e-6,1.0593691031618314e-5
6831.0,22994.4,35.7,5.6,-30.1,-13.413312357501864,38.19345700079316,2.446124967011475e-8,1.7302358765489208e-7
3933.0,9138.8,29.400000000000002,49.7,-13.4,-14.175137221968228,40.362699349569965,1.2324514947973825e-6,8.717591378865858e-6
6210.0,12381.6,40.5,16.1,-37.5,-13.947061357004916,39.71326947651123,3.777217211420846e-7,2.6717673139582317e-6
5899.499999999999,13560.800000000001,28.5,6.7,-1.7,-14.570927400455128,41.48968385276166,4.068985069255333e-7,2.8781456560532483e-6
3001.5,7075.2,43.900000000000006,22.1,33.4,-12.825872100804734,36.52076247264637,1.391997937761478e-6,9.846123172274226e-6
2070.0,6485.6,44.7,49.5,-11.4,-11.574316348473056,32.957046103666244,1.807692723891929e-6,1.2786488208227281e-5
2380.5,5896.0,17.200000000000003,3.9,45.0,-12.931217709763397,36.82072663352874,4.362803207734604e-6,3.085974238498386e-5
7659.0,15329.6,5.8999999999999995,10.1,30.2,-14.59102604648713,41.546913323946875,5.923689900368595e-7,4.190047902454594e-6
6520.5,10318.0,8.7,29.2,-5.8,-15.312491122775802,43.601234034154714,1.8972378395646251e-6,1.3419874375312243e-5
7659.0,22110.0,27.3,1.1,-4.6,-13.012483935614156,37.05212645633247,4.3974972672530925e-8,3.110514647223028e-7
6934.5,17098.399999999998,35.900000000000006,36.3,-19.1,-13.672218262386222,38.930673229124395,1.3056414266510964e-7,9.235291200433776e-7
6520.5,23289.2,48.60000000000001,12.9,21.6,-13.21530113603428,37.62963407090627,1.4738954762904598e-8,1.0425415159702877e-7
8176.5,23289.2,24.8,26.5,42.2,-12.259699448931766,34.908625943061516,3.538235786463131e-8,2.5027267944152737e-7
4864.5,18867.2,16.2,41.6,0.4,-15.175874710587713,43.212228475703746,1.4711273056620436e-7,1.0405834851262843e-6
3312.0,11202.4,10.100000000000001,34.8,39.1,-14.881352014489947,42.3735959567968,1.4626214777011646e-6,1.0345669941881103e-5
3415.5,19751.600000000002,7.500000000000001,42.0,22.8,-14.974491899265441,42.638805182483935,1.6107115547636117e-7,1.139316656511122e-6
8280.0,10907.6,4.6,30.3,45.1,-13.666768107838923,38.9151543000107,1.987607819681489e-6,1.4059095117792312e-5
6003.0,15919.2,38.5,0.4,-33.2,-14.10717740795536,40.16918859210643,1.5714583647445088e-7,1.11155140389485e-6
7244.999999999999,12381.6,37.0,5.0,19.2,-13.384525364812031,38.1114880778164,4.534705686784337e-7,3.207567305300255e-6
4140.0,18277.6,37.300000000000004,11.0,36.8,-14.014619002229393,39.90563508684501,8.6321369442659e-8,6.105834016526011e-7
6520.5,9728.4,0.3,34.9,-28.6,-15.917443214975977,45.323792273702,3.0335678618236657e-6,2.1457562549985952e-5
4554.0,16508.800000000003,26.400000000000002,25.4,17.1,-14.675975363308947,41.788800487431615,1.9853293945702913e-7,1.4042978962965435e-6
2070.0,7664.8,28.900000000000002,28.3,-26.3,-12.177844339256206,34.675549315273315,2.0943302533699132e-6,1.4813982893726033e-5
7038.000000000001,17688.0,32.7,20.8,17.8,-13.699857802256238,39.00937486145779,1.23680941402107e-7,8.748416575001028e-7
6934.5,11202.4,10.100000000000001,16.2,-44.9,-14.971586136623186,42.630531229156524,1.4582289635210896e-6,1.0314600042652279e-5
2380.5,21815.2,43.1,22.3,20.6,-12.113837490957488,34.493294347741276,3.1553358560883545e-8,2.2318873215358754e-7
7969.5,15034.800000000001,12.500000000000002,39.4,-20.2,-13.738659384775206,39.119859619733454,5.181900035720994e-7,3.665352126898322e-6
2173.5,5896.0,32.900000000000006,27.1,-6.1,-12.031830323878097,34.259784747270366,2.8138387191875572e-6,1.990333596369337e-5
4554.0,21815.2,20.200000000000003,24.9,21.8,-14.651994508042105,41.72051670039927,5.5089346340687354e-8,3.8966759564512113e-7
4450.5,6780.400000000001,40.1,27.2,-30.6,-13.840383137117394,39.40951080040662,1.510569095252408e-6,1.068482141288532e-5
6624.0,18867.2,17.5,37.8,-33.0,-14.666110302316124,41.76071042491321,1.437110494274326e-7,1.016522119389629e-6
7762.5,16508.800000000003,39.2,44.3,19.2,-12.74768401099901,36.29812742423664,1.5123747114119283e-7,1.0697593212775393e-6
2277.0,9433.6,29.5,5.1,25.2,-12.596916320133264,35.868827101952505,1.3032802254177355e-6,9.218589539068109e-6
5382.0,19162.0,35.5,40.5,-27.4,-14.262766939918516,40.61221876545865,6.990232385164005e-8,4.944453378848227e-7
6106.5,22404.8,29.1,40.0,-39.4,-14.110077513535552,40.17744643736373,3.45915948923725e-8,2.4467931653938486e-7
6934.5,8254.400000000001,37.400000000000006,46.6,11.5,-13.478080526085812,38.37787977392604,1.2229953318109115e-6,8.650704393636827e-6
2691.0,5896.0,6.0,43.4,-35.0,-13.917387844221901,39.628776250366066,6.187939428771374e-6,4.3769614986811266e-5
5278.5,7075.2,40.300000000000004,38.5,11.6,-13.962465506215683,39.757131700469756,1.3824544860699318e-6,9.77861876131603e-6
4036.5,15034.800000000001,42.300000000000004,17.6,-24.5,-13.846492766074608,39.42690753616103,1.7914735409363586e-7,1.2671763847793957e-6
3933.0,17982.8,14.6,47.2,-18.1,-15.00585404451696,42.728106670005474,2.0258435358067893e-7,1.4329550669727423e-6
2898.0000000000005,22994.4,38.2,28.6,-28.5,-12.781901805667031,36.395560171249144,2.4014119597976982e-8,1.6986086905821357e-7
2794.5,12971.2,3.0,49.7,34.1,-14.930017070208379,42.512166256480036,1.2223538488201011e-6,8.646166943997648e-6
4243.5,8844.0,25.700000000000003,38.1,-16.4,-14.4653823739541,41.18915186455507,1.4815463254124143e-6,1.0479532483287702e-5
4761.0,5896.0,9.9,37.8,-17.6,-15.119617026684846,43.0520387049743,5.180225897704243e-6,3.664167946327852e-5
4864.5,22404.8,26.3,36.4,-31.8,-14.383596421519552,40.95627215709855,3.7487652615969803e-8,2.651642183391756e-7
4968.0,15329.6,32.800000000000004,3.4,14.9,-14.476911919513203,41.22198142900714,2.1885595369430407e-7,1.5480501936123603e-6
3001.5,10318.0,19.9,36.4,-0.8,-13.969351364858053,39.77673869530154,1.3219270415738694e-6,9.350485459071625e-6
3001.5,22404.8,36.4,28.1,25.4,-12.999365231137679,37.01477187441442,2.9758320228071374e-8,2.1049175319667555e-7
4450.5,16803.6,9.700000000000001,48.7,23.6,-15.604963272280612,44.434027766876326,3.3282377671150447e-7,2.354187324036461e-6
6210.0,7664.8,19.6,10.8,-49.0,-14.621101593229175,41.6325513133272,2.43463759715345e-6,1.7221104292706385e-5
5278.5,12971.2,6.3,17.6,-13.2,-16.01066044149083,45.58922172451954,1.0499272906377372e-6,7.426529267834812e-6
4140.0,17688.0,10.9,39.0,-2.1,-15.360681740607433,43.73845340555987,2.5042401586477833e-7,1.7713429299078936e-6
6727.5,19162.0,22.700000000000003,37.1,28.1,-14.310979722933423,40.74950125062243,1.1126440650704706e-7,7.870148521341384e-7
3105.0,14740.0,46.900000000000006,25.9,43.1,-13.048758560112464,37.15541588060689,1.8231347446388622e-7,1.28957154090575e-6
4140.0,14445.199999999999,13.600000000000001,6.4,24.9,-15.269172064116377,43.477886082502984,5.461896526866059e-7,3.863404140111239e-6
7555.5,22110.0,23.400000000000002,41.5,-47.6,-13.287412930569884,37.83496729887824,4.914555018464626e-8,3.4762489753783497e-7
6417.0,9138.8,44.1,1.2,3.7,-13.629719070754179,38.80965979074582,7.713428020729188e-7,5.455996759212493e-6
7141.499999999999,16214.000000000002,28.3,43.6,-19.1,-13.839146153501488,39.405988577163775,2.143325359378097e-7,1.5160543643213203e-6
3622.4999999999995,16214.000000000002,23.500000000000004,21.9,-43.5,-14.388632380324518,40.970611693154204,2.447576998876812e-7,1.7312629531133563e-6
6210.0,22404.8,21.900000000000002,34.6,-21.2,-14.361402330284502,40.89307605410566,4.41548466817998e-8,3.1232378101150666e-7
4243.5,22404.8,41.199999999999996,30.4,-22.5,-13.693829880364289,38.99221078077336,2.3420158793144408e-8,1.6565956165305365e-7
6520.5,22404.8,4.4,11.9,-22.3,-15.13362755512745,43.09193269247918,8.279767061337246e-8,5.856589590554032e-7
4864.5,14150.4,38.7,34.5,14.4,-14.23098635984662,40.52172581440609,2.470107873503396e-7,1.747199885254877e-6
4657.5,10907.6,25.2,10.5,38.6,-14.722164445108529,41.92032062671715,8.95107369954957e-7,6.331429938150616e-6
7762.5,9728.4,5.6000000000000005,6.7,-45.8,-14.30148820944117,40.72247483814521,2.5303811838749253e-6,1.7898334568874006e-5
7452.0,21520.399999999998,24.200000000000003,46.5,33.1,-13.428670264855318,38.23718755432721,5.642707711952386e-8,3.9912986686151964e-7
2173.5,10612.8,10.600000000000001,32.4,-46.9,-13.430286753023877,38.24179038991401,1.747187374357961e-6,1.2358511191931564e-5
2380.5,22699.600000000002,1.9000000000000001,10.1,26.2,-13.745980581651525,39.140706209338695,8.510114362382706e-8,6.01952287062353e-7
7038.000000000001,17393.2,25.1,18.2,-22.6,-14.043435848557655,39.98768901594145,1.7101735678601367e-7,1.2096698664796375e-6
6934.5,15329.6,0.5,34.0,-27.8,-15.78820343896344,44.95579116433372,7.169616415151493e-7,5.0713384270571415e-6
4968.0,23289.2,25.400000000000002,32.1,45.9,-14.328780871519449,40.800188760535875,2.9782322422009547e-8,2.1066152971107193e-7
4450.5,22404.8,44.4,41.5,2.0,-13.669589337421327,38.923187551465574,2.099393490689864e-8,1.4849797069128382e-7
7244.999999999999,12971.2,24.5,4.8,4.0,-13.931348228824643,39.66852745683327,5.759420708592435e-7,4.073854145857582e-6
2898.0000000000005,22994.4,31.0,0.2,39.5,-13.014134482266,37.05682627102951,2.978562333299751e-8,2.1068487829176052e-7
6210.0,21520.399999999998,12.9,18.8,2.6,-14.9133057575109,42.4645819770839,7.82404448737098e-8,5.534239932272673e-7
3726.0,14150.4,12.9,5.7,-48.9,-15.085024498820353,42.95353893175207,6.114070509387664e-7,4.3247112431940795e-6
2380.5,14150.4,44.800000000000004,0.1,10.7,-12.307648154561173,35.045156486591,2.503433550142628e-7,1.7707723854783288e-6
2691.0,22404.8,48.50000000000001,35.3,-14.9,-12.310974154195494,35.05462703499747,2.1793302466460778e-8,1.5415219706465483e-7
2380.5,21520.399999999998,46.2,22.4,47.4,-12.045683569673763,34.29923088358237,3.154926756449393e-8,2.231597950027077e-7
5589.0,9138.8,12.500000000000002,23.9,49.9,-15.341407721955944,43.68357200244042,2.175852043208406e-6,1.539061706982608e-5
7141.499999999999,7075.2,8.4,36.0,-20.8,-14.531968989772695,41.378752537401056,4.261085437736172e-6,3.0140254471212798e-5
2070.0,19162.0,7.6000000000000005,41.8,-7.4,-13.362292910602733,38.04818273897018,1.9882858706427442e-7,1.4063891226393114e-6
7452.0,16508.800000000003,0.3,37.6,27.6,-15.249353762924745,43.421454873413275,5.273293786034867e-7,3.72999835218035e-6
7969.5,6190.8,46.5,7.1,6.4,-11.963833294535764,34.06616802179905,1.745049420000254e-6,1.2343388639396368e-5
5796.000000000001,21520.399999999998,2.4,37.4,18.4,-15.743230008690984,44.827732506672305,1.1544605964794887e-7,8.165932521964677e-7
3312.0,10907.6,6.1,20.8,-8.9,-15.14567108629786,43.12622579457601,1.8226809474258843e-6,1.2892505531274634e-5
3829.5,10612.8,11.6,28.5,16.3,-15.133996897442909,43.0929843685839,1.5846684101779237e-6,1.1208953641781467e-5
5382.0,22699.600000000002,45.1,35.6,21.9,-13.728102993731028,39.08980104384433,1.8610277131353192e-8,1.3163746578542715e-7
4347.0,10023.2,15.200000000000001,30.9,39.1,-15.125927344377127,43.07000688771875,1.5940559365654364e-6,1.1275355134619213e-5
6106.5,7075.2,43.300000000000004,28.8,-1.0,-13.688005924565728,38.97562747908987,1.2825276153052494e-6,9.071798549102767e-6
3208.5,11792.0,16.500000000000004,24.5,-21.4,-14.417804538380711,41.05367734722863,1.0109195069575034e-6,7.1506125926918494e-6
8280.0,9433.6,49.4,43.1,-19.9,-11.621292886331476,33.09080846831521,7.809920897328374e-7,5.524249787645171e-6
2380.5,12086.8,32.0,30.3,-41.0,-12.747161840929127,36.29664058194924,6.14407844044681e-7,4.345936977610654e-6
4864.5,15034.800000000001,8.200000000000001,24.5,-5.0,-15.854667930720261,45.145044097558376,5.670734354221345e-7,4.011122963206409e-6
2587.5,17098.399999999998,38.800000000000004,6.8,8.4,-12.745901245082852,36.29305112456385,1.3031701871062562e-7,9.217811196845678e-7
6520.5,17688.0,29.900000000000002,42.1,-14.6,-14.179562592589708,40.37530027899749,1.31012584058518e-7,9.267011141069215e-7
3312.0,12971.2,14.3,47.6,0.4,-14.671443531235314,41.775896416547496,8.0230485881845e-7,5.675002991990175e-6
8073.0,20341.199999999997,35.7,12.6,-45.4,-12.308599470038294,35.047865290048236,6.00657729450757e-8,4.2486772631728745e-7
6313.5,13266.0,27.200000000000003,2.8,-15.5,-14.465807044239117,41.1903610831157,4.6495171534855016e-7,3.2887777591423816e-6
4657.5,6780.400000000001,21.1,45.0,-14.5,-14.633631273678114,41.668228691044646,2.824404382247933e-6,1.9978070858815774e-5
6727.5,19751.600000000002,17.0,6.7,48.7,-14.56205831472143,41.46442975924023,1.1428115502363372e-7,8.083534451509173e-7
7659.0,13560.800000000001,6.7,44.7,-37.1,-14.537235500297122,41.39374855313153,9.194103146254223e-7,6.503333775205992e-6
7555.5,17982.8,27.1,12.5,29.2,-13.426218922760853,38.23020753131607,1.4162816615287584e-7,1.001789105267686e-6
7452.0,11792.0,19.1,5.0,-16.5,-13.968690395093668,39.77485663071211,9.418825872765865e-7,6.662288582883448e-6
6624.0,15919.2,45.8,39.1,-42.4,-13.55041389744783,38.5838439262048,1.2941527633762285e-7,9.154027578828817e-7
5278.5,16508.800000000003,4.6,3.8,30.7,-16.117707985059326,45.89403202367669,4.3808178117434174e-7,3.0987166431499164e-6
5899.499999999999,15034.800000000001,1.0,31.0,17.9,-16.35429561102234,46.56769853336105,7.558793894115972e-7,5.3466182453535395e-6
2380.5,10318.0,49.4,33.1,8.0,-12.099855877239506,34.453482692863375,5.904092782418205e-7,4.176186126375283e-6
4554.0,8254.400000000001,44.00000000000001,18.0,-12.6,-13.833149160170981,39.38891256335582,9.330486118122553e-7,6.599802563211227e-6
7244.999999999999,14740.0,16.2,18.5,-25.9,-14.382686753577797,40.95368194205494,4.766425010031281e-7,3.371471068099966e-6
3001.5,16214.000000000002,47.800000000000004,19.6,-38.7,-12.91028406811358,36.76111957147363,1.2115206262170028e-7,8.569539499941009e-7
6106.5,10907.6,21.200000000000003,10.7,9.1,-14.797235058390944,42.134078881513375,1.0361603347522341e-6,7.3291504286291196e-6
6934.5,7075.2,11.799999999999999,24.9,36.8,-14.514688537903764,41.329547674497,3.7565458104418504e-6,2.6571456572257537e-5
3519.0000000000005,7370.0,42.8,37.8,-24.3,-13.31973491690472,37.92700186589358,1.2723641817880268e-6,8.9999087743056e-6
2173.5,12676.4,13.8,9.2,27.8,-13.328275142931236,37.951319554687714,9.344500753189887e-7,6.6097156399007925e-6
6934.5,22699.600000000002,18.1,23.6,-7.9,-14.045150503547875,39.99257137458189,4.729446663786419e-8,3.3453148977525137e-7
2277.0,7370.0,21.8,49.6,-49.2,-12.757180203315762,36.325167159343145,2.7001187376538327e-6,1.909895190897959e-5
7244.999999999999,20341.199999999997,3.7,7.2,-45.9,-14.892697463902396,42.40590132051656,1.573268413059274e-7,1.1128317189133914e-6
7866.0,9138.8,33.7,6.9,-20.5,-12.707786861048938,36.184523115300365,1.209272835560556e-6,8.553640034095212e-6
7866.0,9728.4,0.0,4.2,2.7,-14.574210909795458,41.49903341307372,3.1009618405378317e-6,2.1934265422517803e-5
4968.0,7075.2,2.3,15.5,12.1,-15.836459970305567,45.09319821977308,5.259818514521354e-6,3.7204667875492085e-5
7244.999999999999,22994.4,32.6,30.4,4.5,-13.170088671025487,37.500894778771475,2.78325583183255e-8,1.968701173813781e-7
4968.0,11202.4,1.0,0.5,31.6,-16.37900891978156,46.63806792984468,2.0389055724647792e-6,1.4421943351014115e-5
4761.0,22404.8,22.000000000000004,34.9,36.8,-14.549839275462823,41.42963691030194,4.34543300918753e-8,3.073687645984005e-7
3415.5,15329.6,0.5,1.9,48.1,-15.78542933356377,44.94789209567041,7.169800875966113e-7,5.071468903105412e-6
3933.0,23584.0,35.6,15.9,36.3,-13.614562724717548,38.76650316879605,2.0105829332581624e-8,1.4221606707814275e-7
8176.5,19456.8,24.200000000000003,35.4,-10.1,-12.655725358747292,36.036281674520254,1.0877165323602291e-7,7.693826738968177e-7
4554.0,21225.6,24.6,46.2,-8.9,-14.507981296202138,41.310449278768466,5.6192205165189186e-8,3.9746852949214757e-7
6003.0,11792.0,24.200000000000003,35.6,-36.9,-14.713181921095403,41.894743525737155,7.450586351781888e-7,5.270078994749204e-6
5692.500000000001,5896.0,22.8,40.9,-44.7,-14.457386562566208,41.16638435787522,3.2804998014616594e-6,2.3204204715817154e-5
4761.0,14445.199999999999,43.800000000000004,25.1,12.8,-14.028024495326486,39.94380627904652,1.9440294515020542e-7,1.3750848985307767e-6
8073.0,20046.4,41.5,33.9,-3.0,-12.134066254361645,34.55089431892096,5.559121119895747e-8,3.932174739001924e-7
3208.5,17393.2,11.200000000000001,12.7,-23.0,-14.71637615227236,41.90383887280256,2.7514950516877103e-7,1.946235583537368e-6
6210.0,23289.2,19.7,3.3,27.6,-14.343571014530527,40.84230264532621,3.66867874812892e-8,2.5949939905566e-7
6934.5,19456.8,14.2,32.3,45.8,-14.585718352460043,41.531800041081596,1.3796072629249256e-7,9.758479284795134e-7
4864.5,22699.600000000002,46.5,33.4,-40.0,-13.677054163841264,38.944443116031806,1.7831842285870728e-8,1.2613130434488923e-7
3519.0000000000005,15624.400000000001,13.8,1.7,-48.2,-14.869606599462367,42.340151719326904,4.022752030635596e-7,2.8454432948981383e-6
5175.0,15919.2,42.5,27.4,41.1,-14.099909090608925,40.14849257320128,1.3609622962063286e-7,9.626596446556535e-7
3001.5,20046.4,26.400000000000002,10.5,18.3,-13.560404034881861,38.612290135027315,7.975279728757743e-8,5.641214287211543e-7
2691.0,14150.4,30.799999999999997,29.8,-12.3,-13.2162118416831,37.63222724075056,3.5986088782378426e-7,2.545430945174345e-6
4554.0,17098.399999999998,38.5,24.9,29.5,-14.146789142982655,40.281980202285226,1.1329463124759134e-7,8.013753927071682e-7
6520.5,6780.400000000001,10.9,46.7,22.0,-14.824058864359749,42.210457769321344,4.113720159699661e-6,2.909788462316742e-5
7555.5,12971.2,41.5,13.6,41.7,-12.916335176886209,36.77834967516646,3.523504503007378e-7,2.4923068054586606e-6
5589.0,19751.600000000002,14.6,27.9,-44.7,-15.188989108474251,43.249570794906376,1.2143934717284284e-7,8.589860213063542e-7
4450.5,7959.6,16.8,36.3,-0.1,-14.911742671632062,42.46013120073771,2.4866145448803297e-6,1.7588756726344836e-5
4657.5,18277.6,14.2,3.2,-28.5,-15.293674139173893,43.54765400597837,1.8693125978486164e-7,1.3222348673518808e-6
6210.0,18572.4,27.400000000000002,20.6,-17.4,-14.41266360718997,41.03903890975075,1.0985858315222686e-7,7.770709366048674e-7
4347.0,22110.0,29.400000000000002,45.7,23.2,-14.164877765944539,40.3334862751202,3.720593866420396e-8,2.63171549964325e-7
6210.0,16803.6,49.5,39.3,-32.1,-13.632449754405151,38.81743521906029,8.839826573093176e-8,6.252740675764732e-7
3415.5,18572.4,4.2,29.2,6.9,-15.314725434924533,43.60759607977207,2.5444825585880165e-7,1.7998078877796454e-6
5278.5,22404.8,10.200000000000001,1.5,-17.7,-15.181206008908836,43.227408970113636,6.600349466623902e-8,4.6686745766982056e-7
4347.0,15919.2,36.1,12.6,17.2,-14.1998518480004,40.433072496894944,1.6980448562244342e-7,1.201090774122779e-6
7348.5,11792.0,7.3,26.4,-6.9,-14.8043308994406,42.154283786378635,1.4060319146806843e-6,9.945390751338006e-6
7555.5,13266.0,35.6,38.4,-30.3,-13.136928170398601,37.406472601685664,3.8836484710614363e-7,2.7470501332335805e-6
3519.0000000000005,8844.0,27.3,2.3,30.6,-13.98519299386778,39.82184661199142,1.4488633512825723e-6,1.0248353556804394e-5
3001.5,13266.0,10.8,24.3,-26.9,-14.603695384559268,41.58298836685101,8.500090819209556e-7,6.012432842827644e-6
3415.5,17098.399999999998,24.200000000000003,26.3,44.9,-14.178061165328092,40.371025071204535,1.8988440537495594e-7,1.3431235730294816e-6
6934.5,12381.6,22.2,28.0,-34.1,-14.30372826708733,40.728853243661604,7.101457126243992e-7,5.023126807218314e-6
6313.5,21520.399999999998,45.50000000000001,13.5,42.3,-13.535646269039825,38.54179415016695,2.6742405445267928e-8,1.8915905749145122e-7
6210.0,22110.0,17.4,48.5,28.3,-14.605660810299643,41.58858477744018,5.618504633715798e-8,3.9741789241816047e-7
3933.0,8844.0,25.000000000000004,12.2,0.7,-14.351561219633894,40.865054188489786,1.5328838149381797e-6,1.0842661789383441e-5
5485.5,10318.0,48.60000000000001,34.3,-35.8,-13.826217074965097,39.36917394165392,4.819851683488617e-7,3.4092617568126064e-6
6417.0,6780.400000000001,7.6000000000000005,32.2,-3.8,-15.08481654715216,42.95294680409368,4.631460877043792e-6,3.2760058780170684e-5
7348.5,14740.0,18.0,48.5,-17.3,-14.177522135291227,40.36949022134231,4.510088958345493e-7,3.190154970573879e-6
2380.5,19751.600000000002,32.7,31.3,41.6,-12.5938455247409,35.86008322953637,7.628086044458883e-8,5.395631180548345e-7
2173.5,8549.199999999999,14.3,12.8,-22.2,-13.06611541014943,37.20483828186978,2.5792161555990675e-6,1.8243762628547486e-5
4968.0,18867.2,16.400000000000002,43.1,49.8,-15.175918274602775,43.21235252114514,1.459721555056401e-7,1.0325157702045226e-6
2070.0,16214.000000000002,12.9,13.5,-29.8,-13.205904711173858,37.60287841658973,3.7992343148645466e-7,2.6873408364845655e-6
6106.5,10612.8,8.200000000000001,19.1,-18.0,-15.5794481967612,44.36137539631626,1.7854038306618775e-6,1.2628830511930927e-5
2587.5,23584.0,18.1,47.4,45.5,-13.057300748584035,37.17973915731869,3.819586008107797e-8,2.7017363519520403e-7
4140.0,12086.8,8.7,4.7,-48.8,-15.566916887233155,44.32569337989993,1.2094119276779277e-6,8.554623884776868e-6
6831.0,11792.0,6.3,34.8,35.5,-15.350712266736213,43.71006603476652,1.4416551134058503e-6,1.0197366988459767e-5
6831.0,7959.6,23.2,18.7,30.6,-14.105731243736463,40.16507074190558,2.054118466039487e-6,1.4529549849472115e-5
7555.5,13266.0,12.700000000000001,1.2,-29.1,-14.257489540447319,40.59719174421315,8.027599054866105e-7,5.678221707637877e-6
2898.0000000000005,10318.0,2.8000000000000003,33.3,34.8,-14.935131690018578,42.52672977416254,2.4048300565605846e-6,1.70102643854204e-5
3415.5,12971.2,10.9,3.3,-5.7,-14.976081074391328,42.643330246117834,9.019143566776537e-7,6.379578306683036e-6
7762.5,12086.8,42.699999999999996,30.1,31.6,-12.623493778114637,35.94450453131289,4.3942367434887205e-7,3.108208356551236e-6
7141.499999999999,6485.6,49.1,41.3,-10.4,-12.833036915852617,36.54116377608603,1.3424446721644876e-6,9.495614350802115e-6
7555.5,17688.0,24.5,25.9,44.0,-13.555974773448803,38.59967812679482,1.6665603361055103e-7,1.1788205929176696e-6
2691.0,10907.6,29.900000000000002,36.1,9.5,-13.192233060973127,37.56394936087205,8.524753908387721e-7,6.029877970242668e-6
3312.0,16803.6,6.6000000000000005,27.4,-15.0,-15.153040544966386,43.14720980621501,3.810674670051638e-7,2.6954330285238594e-6
6313.5,12676.4,13.3,41.6,-28.5,-15.222003305838097,43.34357638382648,8.783264204908031e-7,6.212731992636792e-6
4968.0,15034.800000000001,34.1,47.3,-7.4,-14.424310694839713,41.072203166988224,2.268258173933221e-7,1.604424026876052e-6
6417.0,19162.0,36.8,25.0,-17.7,-13.899924875572841,39.57905168386658,6.91915601598724e-8,4.894178398794888e-7
3312.0,19456.8,8.9,44.7,-21.2,-14.820814658878302,42.20122012397784,1.6696393214397517e-7,1.1809984746532788e-6
6003.0,7075.2,34.7,8.2,29.1,-14.014162914573479,39.90433640954527,1.680944313606179e-6,1.1889949193542846e-5
3726.0,19751.600000000002,24.4,0.9,12.9,-14.259702450821278,40.603492849777524,8.858056907149844e-8,6.265635674365256e-7
2380.5,17982.8,14.8,0.7,25.7,-13.50683144591644,38.45974598198537,2.1547383060933595e-7,1.5241271693211457e-6
8176.5,20341.199999999997,15.5,11.8,17.6,-12.991930894001129,36.99360312590639,1.0992342932638722e-7,7.775296179008041e-7
4554.0,23289.2,2.1,27.3,-47.6,-15.441056852206563,43.967315843633095,6.897600606355291e-8,4.878931449607141e-7
2794.5,10318.0,47.199999999999996,42.3,40.5,-12.667492962179447,36.06978909189967,5.877035688306527e-7,4.157047629537004e-6
6417.0,7370.0,15.200000000000001,31.5,-10.1,-14.715312644626863,41.90081061009794,3.0626641988409456e-6,2.1663371847803487e-5
4140.0,23584.0,39.0,28.2,-42.1,-13.611640557387181,38.75818250427552,1.7861706105278155e-8,1.2634254233332545e-7
